id,cost,time,mem,score,rank
19373562,254139,0.508479,12.382812,0.995172,1
19375273,253080,0.597730,12.382812,0.986366,2
19373654,254217,0.567297,12.386719,0.985253,3
19373650,252522,0.612525,12.386719,0.984249,4
19375332,252672,0.638711,12.382812,0.982089,5
19373348,255348,0.573577,12.386719,0.981034,6
18373727,254778,0.613393,12.382812,0.979196,7
19377059,254709,0.618272,12.382812,0.978748,8
19375032,253284,0.672675,12.382812,0.975708,9
19373451,256869,0.596552,12.382812,0.975211,10
19373354,258576,0.558572,12.382812,0.975207,11
19373736,257724,0.581061,12.382812,0.974735,12
19231177,254292,0.662173,12.382812,0.974106,13
19373659,256926,0.607721,12.382812,0.973543,14
19373699,260913,0.543870,12.382812,0.970200,15
19373385,260385,0.553919,12.386719,0.968630,16
19231140,262638,0.544633,12.382812,0.964947,17
19375341,262410,0.551860,12.382812,0.964659,18
19373684,262401,0.561311,12.382812,0.963418,19
19373256,264753,0.515240,12.382812,0.962573,20
19373469,265083,0.510252,12.382812,0.962257,21
19373442,264840,0.516724,12.382812,0.962115,22
19373311,262815,0.563762,12.382812,0.961854,23
19231188,265398,0.514231,12.382812,0.960783,24
19373682,258606,0.674812,12.386719,0.957731,25
19373678,264846,0.561980,12.382812,0.956028,26
19373276,264840,0.565144,12.382812,0.955622,27
19373230,265083,0.578161,12.382812,0.953151,28
19231133,264846,0.592033,12.382812,0.951998,29
19373341,264846,0.602596,12.382812,0.950582,30
19373315,264972,0.615116,12.382812,0.948527,31
19373224,266811,0.581239,12.382812,0.947579,32
19377448,264846,0.631271,12.382812,0.946737,33
19373449,264855,0.632963,12.382812,0.946483,34
19373447,264846,0.634116,12.382812,0.946355,35
19373193,262383,0.696795,12.382812,0.945305,36
19373135,263832,0.677033,12.382812,0.943628,37
19231136,262410,0.729760,12.382812,0.940804,38
19373106,262281,0.741388,12.382812,0.939630,39
19373105,264933,0.689608,12.382812,0.938655,40
19373429,264729,0.699012,12.382812,0.938003,41
19231012,262152,0.758593,12.386719,0.935909,42
19373307,264867,0.718956,12.382812,0.934916,43
19373061,267798,0.654975,12.382812,0.934744,44
19373763,264846,0.721158,12.382812,0.934684,45
19182605,264354,0.739557,12.382812,0.933686,46
19373074,267798,0.672528,12.382812,0.932390,47
19375449,272031,0.580389,12.382812,0.932106,48
19373775,267798,0.681668,12.382812,0.931165,49
19182637,264846,0.765877,12.382812,0.928687,50
19373223,267798,0.706930,12.382812,0.927777,51
19231111,264846,0.776701,12.382812,0.927236,52
19373182,276939,0.511550,12.382812,0.926682,53
19231142,267798,0.723690,12.382812,0.925530,54
19373758,264846,0.784775,12.398438,0.918959,55
19373205,264975,0.836193,12.382812,0.918873,56
19373794,264846,0.804209,12.398438,0.916353,57
18375354,264846,0.830370,12.394531,0.914644,58
19373117,276954,0.664197,12.382812,0.906169,59
19373025,264846,0.935509,12.382812,0.905941,60
19373716,276939,0.668241,12.382812,0.905671,61
17231189,276939,0.678744,12.382812,0.904263,62
19373452,276939,0.684651,12.382812,0.903471,63
19182655,276939,0.699192,12.382812,0.901521,64
19231172,264846,1.114944,12.382812,0.881881,65
19373721,264846,1.214714,12.394531,0.863106,66
19373750,264846,1.298374,12.382812,0.857284,67
19373372,271335,1.132360,12.398438,0.852975,68
19373118,262407,0.541485,12.632812,0.850951,69
19373600,301779,0.592586,12.382812,0.841647,70
19373405,264846,1.369872,12.402344,0.838704,71
19373630,264846,1.647291,12.402344,0.801504,72
19373126,335223,0.772959,12.382812,0.717602,73
19373408,265881,2.332896,12.402344,0.706480,74
18374280,356274,0.693078,12.382812,0.665458,75
19373807,276939,0.536455,13.382812,0.462912,76
19182604,409863,1.151359,12.382812,0.443997,77
19373115,264852,4.556459,12.406250,0.409594,78
19231258,264855,0.553838,14.386719,0.034433,79
19376273,569351,0.745869,12.382812,0.022160,80
19374275,478722,0.576631,14.382812,-0.605402,81
18373733,2331057,0.536737,12.382812,-5.210012,82
19373528,395889,0.742133,59.511719,-21.158996,83
